page_number,topic,text,confidence,element_count,text_length,matched_keywords,document_filename,document_type,total_pages
34,MINIMUM WALL REINFORCING UNLESS NOTED OTHERWISE,FOR SUCH OPENINGS. BAR 30 BAR DIA. SPACE PLUS 2,0.940940690325717,4114,47,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,INCHES. NOMINAL WALL VERTICAL HORIZONTAL JOINT BOND BEAM DEFERRED SUBMITTALS,"THE CONTRACTOR IS RESPONSIBLE FOR LIMITING THE AMOUNT OF CONSTRUCTION D. TOP BARS, MULTIPLY LENGTHS IN TABLE BY 1.3. 12 THICKNESS REINFORCING REINFORCING REINFORCING LOAD IMPOSED UPON STRUCTURAL FRAMING. CONSTRUCTION LOADS SHALL NOT 8"" #5@24""0.C. MID. EXCEED THE DESIGN CAPACITY OF THE FRAMING AT THE TIME THE LOADS ARE 1. THE FOLLOWING PROJECT COMPONENTS REQUIRE DESIGN TO BE PROVIDED BY A QUALIFIED E. EPOXY COATED REINFORCEMENT, MULTIPLY LENGTHS IN TABLE IMPOSED. PROFESSIONAL ENGINEER,",0.940940690325717,4114,489,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,LICENSED IN THE STATE OF THE PROJECT,"15 BY 1.5 FOR COVER LESS THAN 3db OR CLEAR SPACING LESS THAN 6db,",0.940940690325717,4114,65,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,PROVIDE BOND BEAMS AT,"BASE OF WALL, SILL LINES, BOTTOM EDGE OF OPENINGS (EXTEND MINIMUM OF 2'-0"" MULTIPLY LENGTHS BY 1.2 FOR ALL OTHER EPOXY COATED PAST OPENING), TOP OF WALLS, FLOOR LINES, ROOF LINES, TOP OF PARAPETS, AND AT 10'-0""0.C. MAXIMUM THE STRUCTURE IS DESIGNED TO FUNCTION AS A UNIT UPON COMPLETION. THE A. CONNECTION DESIGN FOR BRACED FRAMES, MOMENT CONNECTIONS, COLLECTOR BEAMS AND REINFORCEMENT. 45 19 BETWEEN. BOND BEAM SHALL BE CONTINUOUS UNLESS NOTED OTHERWISE. CONTRACTOR IS RESPONSIBLE FOR FURNISHING ALL TEMPORARY BRACING AND/OR TYPICAL SHEAR CONNECTIONS. SUPPORT THAT MAY BE REQUIRED AS THE RESULT OF THE CONTRACTOR'S F. FOR LIGHT WEIGHT CONCRETE, MULTIPLY LENGTHS IN TABLE BY 1.3.",0.940940690325717,4114,679,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,HORIZONTAL JOINT REINFORCING,"WIRE LADDER TYPE @ 16""0.C., UNLESS NOTED OTHERWISE. PROVIDE B. STEEL STAIR CALCULATIONS AND DETAILS. CONSTRUCTION METHODS AND/OR SEQUENCES. HORIZONTAL JOINT REINFORCING @ 8""0.",0.940940690325717,4114,175,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,AT STACK BOND LOCATIONS. G. DOWEL EMBEDMENT,"22 BAR DIAMETERS UNLESS OTHERWISE NOTED, FIRE PROOFING METHODS AND MATERIALS FOR STEEL LADDER CALCULATIONS AND DETAILS. #7 26 6-6-23 SEE TYPICAL DETAILS FOR LINTEL SCHEDULE OVER OPENINGS. STRUCTURAL MEMBERS ARE NOT SHOWN ON STRUCTURAL DRAWINGS. REFER TO 3)",0.940940690325717,4114,256,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,DOWEL EMBEDMENT,"22 BAR DIAMETERS. PREFABRICATED METAL BUILDING DESIGN AND CALCULATIONS FOR CANOPIES. ARCHITECTURAL DRAWINGS AND SPECIFICATIONS FOR FIRE RATING 18. PROVIDE VERTICAL WALL REINFORCING, SAME SIZE AS ADJACENT BAR, AT: CORNERS, ENDS, JAMBS, EACH REQUIREMENTS, FIRE PROOFING METHODS AND MATERIALS. #8 29 SIDE OF OPENING, AND EACH SIDE OF CONTROL AND EXPANSION JOINTS. m STEEL JOIST AND JOIST GIRDER CALCULATIONS AND DESIGN. DO NOT SCALE THESE DRAWINGS, USE DIMENSIONS. #9 33 19. CONTINUE VERTICAL REINFORCING FLOOR TO FLOOR (OR ROOF) AND EXTEND TO TOP OF PARAPET. F. INSULATED PRECAST WALL PANEL CALCULATIONS AND DRAWINGS. CONTRACTOR'S CONSTRUCTION AND/OR ERECTION SEQUENCES SHALL RECOGNIZE 20. CONTINUE REINFORCING THROUGH CONSTRUCTION JOINTS, AND AROUND CORNERS UNLESS NOTED AND CONSIDER THE EFFECTS OF THERMAL MOVEMENTS OF STRUCTURAL #10 37",0.940940690325717,4114,836,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,PROVIDE STANDARD HOOKS ON BARS TERMINATING INTO MASONRY FACE,"IN WALLS AT OPENINGS, HEADS, MOVEMENT AFTER THE BUILDING IS COMPLETE. JAMBS, EXPANSION JOINTS, ENDS; IN BEAMS AT TOP, BOTTOM, AND ENDS 1. METAL ROOF DECK SHALL COMPLY WITH THE REQUIREMENTS OF THE STEEL DECK INSTITUTE 10.",0.940940690325717,4114,220,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,THE CONTRACTOR SHALL INFORM THE ARCHITECT IN WRITING OF ANY DEVIATION CONCRETE NOTES (CONTINUED),"PROJECT SPECIFICATIONS SEE PLANS FOR DECK TYPES AND GAUGES. 22. SPLICE CONTINUOUS TOP BARS AT MID SPAN AND BOTTOM BARS OVER SUPPORT. SPLICE VERTICAL FROM THE CONTRACT DOCUMENTS. THE CONTRACTOR SHALL NOT BE RELIEVED OF REINFORCING AT FLOOR OR ROOF LINES. THE RESPONSIBILITY FOR SUCH DEVIATION BY THE ARCHITECT'S APPROVAL OF 4. ALL REI INFORCING SHALL BE DETAILED, FABRICATED AND PLACED, WITH THE LATEST METAL ROOF DECK HAS BEEN DESIGNED TO FUNCTION AS A DIAPHRAGM FOR THE SHOP DRAWINGS, PRODUCT DATA, ETC., UNLESS HE HAS SPECIFICALLY INFORMED EDITION OF THE DETAILING MANUAL. TRANSMISSION OF LATERAL LOADS. 23. COORDINATE BLOCK-OUTS, REVEALS, HOLES, OPENINGS, AND BUILT IN ITEMS WITH ALL CONTRACT THE ARCHITECT OF SUCH DEVIATION AT THE TIME OF SUBMISSION, AND THE DOCUMENTS AND TRADES. ARCHITECT HAS GIVEN WRITTEN APPROVAL TO THE SPECIFIC DEVIATION. (pRosect 5. ALL REINFORCING SHALL BE SUPPORTED IN FORMS, SPACED WITH NECESSARY ACCESSORIES AND LAP DECK 4""",0.940940690325717,4114,955,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,MINIMUM AT SPLICES CENTERED ON SUPPORT. MANAGER,"TJL SHALL BE SECURELY WIRED TOGETHER, IN ACCORDANCE WITH ""REINFORCING BAR DETAILING"", 24.",0.940940690325717,4114,89,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,GROUT CELLS SOLID AT,"REINFORCING, BOND BEAMS, INSERTS, ANCHORS, ELEVATOR GUIDE RAILS, AND 24"" 11. ALL THINGS WHICH, IN THE OPINION OF THE CONTRACTOR,",0.940940690325717,4114,128,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,APPEAR TO BE LATEST EDITION. DO NOT SUSPEND POINT LOADS FROM DECK INCLUDING HANGERS FOR,"CEILINGS, PIPES, BELOW BEARING POINT OF STEEL SECTIONS AND 12"" TO EACH SIDE. DEFICIENCIES, OMISSIONS, CONTRADICTIONS, OR AMBIGUITIES,",0.940940690325717,4114,133,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,IN THE PLANS AND SCALE,"DUCTS, EQUIPMENT, ETC... CONTRACTOR INSTALLING SUCH POINT LOADS SHALL PROVIDE SUB- 1 1/2"" 1'-0"" SPECIFICATIONS SHALL BE BROUGHT TO THE ATTENTION OF THE ARCHITECT. PLANS 6. MINIMUM CONCRETE COVER,",0.940940690325717,4114,195,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,UNLESS NOTED OTHERWISE,"FRAMING TO TRANSFER LOAD TO STRUCTURE SUPPORTING DECK. 25. PROVIDE SHOP DRAWINGS WITH WALL ELEVATIONS SHOWING REINFORCING, OPENINGS, AND POCKETS. AND/OR SPECIFICATIONS WILL BE CORRECTED, OR WRITTEN INTERPRETATION OF THE ALLEGED DEFICIENCY, OMISSION,",0.940940690325717,4114,249,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,UNFORMED SURFACE IN CONTACT WITH THE GROUND,"3 IN. FABRICATE DECK UNITS IN LENGTHS TO SPAN THREE OR MORE SUPPORT SPACINGS. 26. ALL BEAMS BEARING ON MASONRY SHALL BEAR ON 1/2""x 6 1/2""x 1'-4"" BEARING PLATE w/ (2) 1/2"" DIA. 5""LG. MADE BY THE ARCHITECT BEFORE THE AFFECTED WORK PROCEEDS. x HEADED STUDS U.N.O. PROVIDE 2"" DIA. HOLE IN BEARING PLATES VIBRATE GROUT AFTER PLACEMENT OF =",0.940940690325717,4114,334,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,FORMED SURFACES EXPOSED TO EARTH OR WEATHER,"1 1/2 IN. FOR #5 BAR OR SMALLER, 2 IN. MINIMUM YIELD STRENGTH 80",0.940940690325717,4114,64,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,DATE,"11-14-22 PLATE. WELD BEAM TO BEARING PLATE w/ 1/4"" 2"" LONG FILLET WELD EACH SIDE. 12. CHECK ALL DIMENSIONS AGAINST REQUIREMENTS OF OTHER CONTRACT x FOR #6 BAR OR LARGER DOCUMENTS. FIELD VERIFY DIMENSIONS RELATING TO EXISTING CONDITIONS PRIOR METAL DECK SHALL BE ROLLED OF STEEL SHEETS CONFORMING TO A.S.T.M. A653 GRADE A. TO ORDERING MATERIALS AND FABRICATION. (Sheet c.",0.940940690325717,4114,370,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,SLABS,"3/4 IN., BEAMS, Number:",0.940940690325717,4114,23,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
34,GIRDERS AND COLUMNS (TO TIES OR STIRRUPS),"1 1/2 IN. DECKING MANUFACTURER SHALL COORDINATE SIZE AND LOCATION OF ROOF OPENINGS WITH 13. WHERE DIMENSIONS OR WEIGHTS OF EQUIPMENT OR SYSTEMS ARE VARIABLE $5.2 ARCHITECTURAL AND MECHANICAL DRAWINGS. PROVIDE FRAMING FOR OPENINGS PER TYPICAL FROM MANUFACTURER TO MANUFACTURER, VERIFY DIMENSIONS AND WEIGHTS 7. ALL CONSTRUCTION JOINTS SHOWN ON DRAWINGS SHALL BE INCORPORATED INTO THE STRUCTURE, DETAILS. SHOWN ON DRAWINGS WITH SELECTED MANUFACTURER PRIOR TO ORDERING UNLESS THEIR ELIMINATION IS APPROVED BY THE ENGINEER. ADDITIONAL CONSTRUCTION JOINTS, MATERIALS. NOTIFY STRUCTURAL ENGINEER OF DISCREPANCIES. REQUIRED TO FACILITATE CONSTRUCTION, SHALL BE LOCATED AT POINTS OF MINIMUM SHEAR AND SHALL BE DETAILED ON SHOP DRAWINGS WITH LOCATIONS SUBJECT TO APPROVAL BY ENGINEER. 14. DO NOT PLACE EQUIPMENT WHEN SHIPPING OR OPERATING WEIGHT EXCEEDS REINFORCEMENT SHALL PASS CONTINUOUSLY THROUGH THE JOINT. â€˜a >) WEIGHT INDICATED ON STRUCTURAL DRAWINGS. ALL DIMENSIONS AND EXISTING. 8. ALL ABUTTING CONCRETE MEMBERS SHALL BE DOWELED TOGETHER, UNLESS POURED CONDITIONS SHALL BE VERIFIED BY 15. NO MODIFICATION, ALTERATION OR REPAIR SHALL BE MADE WITHOUT PRIOR REVIEW MONOLITHICALLY. DOWELS SHALL BE EQUAL IN SIZE AND SPACING TO THE REINFORCING IN THE THE CONTRAC TOR IN THE FIELD BY STRUCTURAL ENGINEER. SUBMIT DETAILS AND CALCULATIONS PREPARED BY A ADJACENT MEMBER. PROFESSIONAL ENGINEER REGISTERED IN STATE WHERE PROJECT IS LOCATED AND EMPLOYED BY CONTRACTORS. 9. UNLESS OTHERWISE SHOWN IN THE ARCHITECTURAL DRAWINGS, PROVIDE 3/4"" CHAMFERS AT ALL EDGES THAT ARE EXPOSED TO VIEW IN THE FINISHED STRUCTURE. 16. VERIFY ELEVATOR AND ESCALATOR PIT DIMENSIONS, LOCATIONS, LOADINGS AND DETAILS WITH SUPPLIERS PRIOR TO THE FABRICATION AND/OR INSTALLATION OF 10. SEE ARCHITECTURAL DRAWINGS FOR DOOR AND WINDOW OPENINGS, DRIP SLOTS, REGLETS, MASONRY ANY MATERIAL. ANCHORS, PRECAST BEARING LEDGES, BRICK LEDGE ELEVATIONS AND FOR MISCELLANEOUS EMBEDDED DOCU MENTS PLATES, BOLTS, ANCHORS, ANGLES, ETC.",0.940940690325717,4114,1986,['DESIGN CRITERIA'],GDCCC Drawings.pdf,general_construction_document,106
